video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category
00918.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00918\pre_event\00918_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00918\pre_event\00918_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00918\pre_event\00918_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00918\pre_event\00918_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00918\pre_event\00918_pre_05.jpg,106|110|113|116|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Clear,Urban,4
01024.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01024\pre_event\01024_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01024\pre_event\01024_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01024\pre_event\01024_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01024\pre_event\01024_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01024\pre_event\01024_pre_05.jpg,28|51|74|97|120,"A pre-crash dashcam traffic scene on a highway road, under bright light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Bright,Clear,Highway,5
00143.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00143\pre_event\00143_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00143\pre_event\00143_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00143\pre_event\00143_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00143\pre_event\00143_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00143\pre_event\00143_pre_05.jpg,85|94|102|111|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and cloudy weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Cloudy,Sub-urban,2
00036.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00036\pre_event\00036_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00036\pre_event\00036_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00036\pre_event\00036_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00036\pre_event\00036_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00036\pre_event\00036_pre_05.jpg,97|103|108|114|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Clear,Urban,1
00503.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00503\pre_event\00503_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00503\pre_event\00503_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00503\pre_event\00503_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00503\pre_event\00503_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00503\pre_event\00503_pre_05.jpg,18|44|69|94|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8
00762.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00762\pre_event\00762_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00762\pre_event\00762_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00762\pre_event\00762_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00762\pre_event\00762_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00762\pre_event\00762_pre_05.jpg,57|73|88|104|120,"A pre-crash dashcam traffic scene on a urban road, under twilight light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Twilight,Cloudy,Urban,8
00122.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00122\pre_event\00122_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00122\pre_event\00122_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00122\pre_event\00122_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00122\pre_event\00122_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00122\pre_event\00122_pre_05.jpg,97|103|108|114|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Clear,Urban,1
01031.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01031\pre_event\01031_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01031\pre_event\01031_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01031\pre_event\01031_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01031\pre_event\01031_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01031\pre_event\01031_pre_05.jpg,104|108|112|116|120,"A pre-crash dashcam traffic scene on a industrial road, under normal light and cloudy weather, showing a same-direction left-rear collision conflict.",same-direction left-rear collision conflict,Normal,Cloudy,Industrial,6
00411.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00411\pre_event\00411_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00411\pre_event\00411_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00411\pre_event\00411_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00411\pre_event\00411_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00411\pre_event\00411_pre_05.jpg,102|106|111|116|120,"A pre-crash dashcam traffic scene on a urban road, under dark light and clear weather, showing a same-direction left-rear collision conflict.",same-direction left-rear collision conflict,Dark,Clear,Urban,6
00405.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00405\pre_event\00405_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00405\pre_event\00405_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00405\pre_event\00405_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00405\pre_event\00405_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00405\pre_event\00405_pre_05.jpg,39|59|80|100|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00166.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00166\pre_event\00166_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00166\pre_event\00166_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00166\pre_event\00166_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00166\pre_event\00166_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00166\pre_event\00166_pre_05.jpg,77|88|98|109|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00707.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00707\pre_event\00707_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00707\pre_event\00707_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00707\pre_event\00707_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00707\pre_event\00707_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00707\pre_event\00707_pre_05.jpg,54|70|87|104|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Urban,5
00308.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00308\pre_event\00308_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00308\pre_event\00308_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00308\pre_event\00308_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00308\pre_event\00308_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00308\pre_event\00308_pre_05.jpg,22|46|71|96|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8
00135.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00135\pre_event\00135_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00135\pre_event\00135_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00135\pre_event\00135_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00135\pre_event\00135_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00135\pre_event\00135_pre_05.jpg,113|115|116|118|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction left-rear collision conflict.",same-direction left-rear collision conflict,Normal,Clear,Urban,6
00691.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00691\pre_event\00691_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00691\pre_event\00691_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00691\pre_event\00691_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00691\pre_event\00691_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00691\pre_event\00691_pre_05.jpg,89|97|104|112|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Rain,Urban,8
00085.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00085\pre_event\00085_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00085\pre_event\00085_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00085\pre_event\00085_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00085\pre_event\00085_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00085\pre_event\00085_pre_05.jpg,108|111|114|117|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00059.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00059\pre_event\00059_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00059\pre_event\00059_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00059\pre_event\00059_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00059\pre_event\00059_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00059\pre_event\00059_pre_05.jpg,111|113|116|118|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-rear collision conflict.",same-direction right-rear collision conflict,Normal,Cloudy,Urban,4
00217.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00217\pre_event\00217_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00217\pre_event\00217_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00217\pre_event\00217_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00217\pre_event\00217_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00217\pre_event\00217_pre_05.jpg,92|99|106|113|120,"A pre-crash dashcam traffic scene on a urban road, under bright light and clear weather, showing a same-direction left-rear collision conflict.",same-direction left-rear collision conflict,Bright,Clear,Urban,6
00644.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00644\pre_event\00644_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00644\pre_event\00644_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00644\pre_event\00644_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00644\pre_event\00644_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00644\pre_event\00644_pre_05.jpg,61|76|90|105|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Clear,Urban,7
00418.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00418\pre_event\00418_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00418\pre_event\00418_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00418\pre_event\00418_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00418\pre_event\00418_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00418\pre_event\00418_pre_05.jpg,72|84|96|108|120,"A pre-crash dashcam traffic scene on a urban road, under twilight light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Twilight,Clear,Urban,8
00584.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00584\pre_event\00584_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00584\pre_event\00584_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00584\pre_event\00584_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00584\pre_event\00584_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00584\pre_event\00584_pre_05.jpg,1|31|60|90|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Highway,8
00082.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00082\pre_event\00082_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00082\pre_event\00082_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00082\pre_event\00082_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00082\pre_event\00082_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00082\pre_event\00082_pre_05.jpg,37|58|78|99|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5
00823.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00823\pre_event\00823_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00823\pre_event\00823_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00823\pre_event\00823_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00823\pre_event\00823_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00823\pre_event\00823_pre_05.jpg,75|86|98|109|120,"A pre-crash dashcam traffic scene on a sub-urban road, under dark light and clear weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Dark,Clear,Sub-urban,3
00820.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00820\pre_event\00820_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00820\pre_event\00820_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00820\pre_event\00820_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00820\pre_event\00820_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00820\pre_event\00820_pre_05.jpg,54|70|87|104|120,"A pre-crash dashcam traffic scene on a urban road, under twilight light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Twilight,Cloudy,Urban,8
00703.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00703\pre_event\00703_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00703\pre_event\00703_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00703\pre_event\00703_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00703\pre_event\00703_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00703\pre_event\00703_pre_05.jpg,69|82|94|107|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8
01039.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01039\pre_event\01039_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01039\pre_event\01039_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01039\pre_event\01039_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01039\pre_event\01039_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\01039\pre_event\01039_pre_05.jpg,99|104|110|115|120,"A pre-crash dashcam traffic scene on a sub-urban road, under normal light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Clear,Sub-urban,5
00180.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00180\pre_event\00180_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00180\pre_event\00180_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00180\pre_event\00180_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00180\pre_event\00180_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00180\pre_event\00180_pre_05.jpg,90|98|105|112|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Cloudy,Urban,7
00909.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00909\pre_event\00909_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00909\pre_event\00909_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00909\pre_event\00909_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00909\pre_event\00909_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00909\pre_event\00909_pre_05.jpg,52|69|86|103|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Clear,Urban,2
00769.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00769\pre_event\00769_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00769\pre_event\00769_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00769\pre_event\00769_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00769\pre_event\00769_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00769\pre_event\00769_pre_05.jpg,69|82|94|107|120,"A pre-crash dashcam traffic scene on a urban road, under twilight light and clear weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Twilight,Clear,Urban,5
00827.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00827\pre_event\00827_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00827\pre_event\00827_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00827\pre_event\00827_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00827\pre_event\00827_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00827\pre_event\00827_pre_05.jpg,84|93|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a opposite-direction frontal center collision conflict.",opposite-direction frontal center collision conflict,Normal,Cloudy,Urban,3
00828.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00828\pre_event\00828_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00828\pre_event\00828_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00828\pre_event\00828_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00828\pre_event\00828_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00828\pre_event\00828_pre_05.jpg,85|94|102|111|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Cloudy,Urban,7
00715.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00715\pre_event\00715_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00715\pre_event\00715_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00715\pre_event\00715_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00715\pre_event\00715_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00715\pre_event\00715_pre_05.jpg,42|62|81|100|120,"A pre-crash dashcam traffic scene on a other road, under normal light and cloudy weather, showing a opposite-direction left-side collision conflict.",opposite-direction left-side collision conflict,Normal,Cloudy,Other,2
00195.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00195\pre_event\00195_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00195\pre_event\00195_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00195\pre_event\00195_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00195\pre_event\00195_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00195\pre_event\00195_pre_05.jpg,102|106|111|116|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and clear weather, showing a opposite-direction right-side collision conflict.",opposite-direction right-side collision conflict,Normal,Clear,Urban,1
00968.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00968\pre_event\00968_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00968\pre_event\00968_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00968\pre_event\00968_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00968\pre_event\00968_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00968\pre_event\00968_pre_05.jpg,46|64|83|102|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and rain weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Rain,Urban,7
00331.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00331\pre_event\00331_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00331\pre_event\00331_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00331\pre_event\00331_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00331\pre_event\00331_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00331\pre_event\00331_pre_05.jpg,74|86|97|108|120,"A pre-crash dashcam traffic scene on a other road, under normal light and clear weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Clear,Other,8
00661.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00661\pre_event\00661_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00661\pre_event\00661_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00661\pre_event\00661_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00661\pre_event\00661_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00661\pre_event\00661_pre_05.jpg,21|46|70|95|120,"A pre-crash dashcam traffic scene on a highway road, under normal light and cloudy weather, showing a same-direction right-front collision conflict.",same-direction right-front collision conflict,Normal,Cloudy,Highway,5
00063.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00063\pre_event\00063_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00063\pre_event\00063_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00063\pre_event\00063_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00063\pre_event\00063_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00063\pre_event\00063_pre_05.jpg,68|81|94|107|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction left-front collision conflict.",same-direction left-front collision conflict,Normal,Cloudy,Urban,7
00078.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00078\pre_event\00078_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00078\pre_event\00078_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00078\pre_event\00078_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00078\pre_event\00078_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00078\pre_event\00078_pre_05.jpg,93|100|106|113|120,"A pre-crash dashcam traffic scene on a urban road, under normal light and cloudy weather, showing a same-direction center rear-end or forward collision conflict.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8
