video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category,annotation_count,annotator_texts,fusion_mode
00905.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00905\pre_event\00905_pre_05.jpg,66|80|93|106|120,"Pay attention to the left side because the through vehicle may enter the path and cause a collision It is dusk. The dashcam vehicle travels straight. A vehicle from the left suddenly moves across its path. Both vehicles brake in time and come very close to each other, leaving only a very small gap. No collision occurs. Two trucks on a road with clear weather and visible road markings. The left truck turns into the path of the ego-vehicle. The ego-vehicle brakes hard to avoid a collision. While at an intersection, the ego vehicle drives straight ahead as a vehicle on the left gets too close, creating intersection collision risk. The video shows that when the vehicle was going straight at the intersection, the vehicle on the left was also going straight, leading to a collision. At an intersection, the dashcam vehicle brakes or slows late while a vehicle from the left enters or crosses the dashcam path.",opposite-direction left-side collision conflict,Normal,Clear,Industrial,2,6,"Pay attention to the left side because the through vehicle may enter the path and cause a collision || It is dusk. The dashcam vehicle travels straight. A vehicle from the left suddenly moves across its path. Both vehicles brake in time and come very close to each other, leaving only a very small gap. No collision occurs. || Two trucks on a road with clear weather and visible road markings. The left truck turns into the path of the ego-vehicle. The ego-vehicle brakes hard to avoid a collision. || While at an intersection, the ego vehicle drives straight ahead as a vehicle on the left gets too close, creating intersection collision risk. || The video shows that when the vehicle was going straight at the intersection, the vehicle on the left was also going straight, leading to a collision. || At an intersection, the dashcam vehicle brakes or slows late while a vehicle from the left enters or crosses the dashcam path.",normalized
00464.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00464\pre_event\00464_pre_05.jpg,93|100|106|113|120,"Pay attention to the vehicle changing lanes to the right because it may lead to a collision The dashcam vehicle travels straight. A vehicle on the left enters its lane and is moving into close proximity. Multiple vehicles on a multi-lane highway with overcast weather and autumn trees. The red car in the middle lane merges left without signaling. The ego-vehicle slows down to avoid a collision with the red car. The dashcam vehicle changes into the right lane when a front-left vehicle cuts toward its path, leading to lane-change collision risk. As the video car is driving straight, the vehicle on its left front suddenly changes lanes to the right. The video car, unable to decelerate in time, results in a collision. On a highway or fast road, the dashcam vehicle is moving forward while a vehicle from the left brakes or stops suddenly.",same-direction left-front collision conflict,Normal,Cloudy,Highway,7,6,"Pay attention to the vehicle changing lanes to the right because it may lead to a collision || The dashcam vehicle travels straight. A vehicle on the left enters its lane and is moving into close proximity. || Multiple vehicles on a multi-lane highway with overcast weather and autumn trees. The red car in the middle lane merges left without signaling. The ego-vehicle slows down to avoid a collision with the red car. || The dashcam vehicle changes into the right lane when a front-left vehicle cuts toward its path, leading to lane-change collision risk. || As the video car is driving straight, the vehicle on its left front suddenly changes lanes to the right. The video car, unable to decelerate in time, results in a collision. || On a highway or fast road, the dashcam vehicle is moving forward while a vehicle from the left brakes or stops suddenly.",normalized
00787.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00787\pre_event\00787_pre_05.jpg,75|86|98|109|120,"Pay attention to the vehicle ahead because a sudden stop may lead to a collision It is daytime. The traffic light is green. The dashcam vehicle travels straight. The vehicle ahead brakes. The dashcam vehicle brakes in time and comes to a stop, leaving a gap between them. Urban street with multiple vehicles, including cars, buses, and a FedEx van. The black car in front of the ego-vehicle slows down and stops. The ego-vehicle brakes to avoid a collision with the stopped car. The ego vehicle drives straight ahead; meanwhile, the front vehicle suddenly stops; the gap becomes too short, raising rear-end collision risk. The video vehicle was traveling straight when the vehicle in front suddenly stopped, and the video vehicle, not maintaining a safe distance, continued forward, resulting in a collision. At an intersection, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8,6,"Pay attention to the vehicle ahead because a sudden stop may lead to a collision || It is daytime. The traffic light is green. The dashcam vehicle travels straight. The vehicle ahead brakes. The dashcam vehicle brakes in time and comes to a stop, leaving a gap between them. || Urban street with multiple vehicles, including cars, buses, and a FedEx van. The black car in front of the ego-vehicle slows down and stops. The ego-vehicle brakes to avoid a collision with the stopped car. || The ego vehicle drives straight ahead; meanwhile, the front vehicle suddenly stops; the gap becomes too short, raising rear-end collision risk. || The video vehicle was traveling straight when the vehicle in front suddenly stopped, and the video vehicle, not maintaining a safe distance, continued forward, resulting in a collision. || At an intersection, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",normalized
00497.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00497\pre_event\00497_pre_05.jpg,79|89|100|110|120,"Pay attention to the vehicle turning left because it may lead to a collision It is night. The traffic light is green. The dashcam vehicle turns left. A vehicle on the right also turns left, and both are heading into the same area. Nighttime urban intersection with multiple vehicles and a motorcyclist. The motorcyclist accelerates through a red light, weaving between cars. The motorcyclist narrowly avoids collision with a turning vehicle. The ego vehicle turns left; at an intersection, a vehicle from the right moves left across its path, raising intersection collision risk. The video car turned left at the intersection, and the left-turning vehicle on the right was speeding, leading to a collision. At an intersection, the dashcam vehicle is turning left while a vehicle from the right enters or crosses the dashcam path.",same-direction right-rear collision conflict,Normal,Clear,Urban,4,6,"Pay attention to the vehicle turning left because it may lead to a collision || It is night. The traffic light is green. The dashcam vehicle turns left. A vehicle on the right also turns left, and both are heading into the same area. || Nighttime urban intersection with multiple vehicles and a motorcyclist. The motorcyclist accelerates through a red light, weaving between cars. The motorcyclist narrowly avoids collision with a turning vehicle. || The ego vehicle turns left; at an intersection, a vehicle from the right moves left across its path, raising intersection collision risk. || The video car turned left at the intersection, and the left-turning vehicle on the right was speeding, leading to a collision. || At an intersection, the dashcam vehicle is turning left while a vehicle from the right enters or crosses the dashcam path.",normalized
00792.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00792\pre_event\00792_pre_05.jpg,56|72|88|104|120,"Pay attention to the vehicle ahead because a sudden stop may lead to a collision It is daytime. The dashcam vehicle travels straight. The vehicle ahead decelerates. The dashcam vehicle decelerates in time and maintains a safe distance, leaving a clear gap between them. Multiple vehicles on a two-lane road near a pedestrian crossing sign. The car in front slows down and stops at the pedestrian crossing. The ego-vehicle slows down and stops behind the car in front. The ego vehicle drives straight ahead while the front vehicle suddenly stops; the gap becomes too short, raising rear-end collision risk. The video vehicle was traveling straight when the vehicle in front suddenly stopped, and the video vehicle, not maintaining a safe distance, continued forward, resulting in a collision. The dashcam vehicle is following too closely while a vehicle ahead brakes or stops suddenly.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Sub-urban,8,6,"Pay attention to the vehicle ahead because a sudden stop may lead to a collision || It is daytime. The dashcam vehicle travels straight. The vehicle ahead decelerates. The dashcam vehicle decelerates in time and maintains a safe distance, leaving a clear gap between them. || Multiple vehicles on a two-lane road near a pedestrian crossing sign. The car in front slows down and stops at the pedestrian crossing. The ego-vehicle slows down and stops behind the car in front. || The ego vehicle drives straight ahead while the front vehicle suddenly stops; the gap becomes too short, raising rear-end collision risk. || The video vehicle was traveling straight when the vehicle in front suddenly stopped, and the video vehicle, not maintaining a safe distance, continued forward, resulting in a collision. || The dashcam vehicle is following too closely while a vehicle ahead brakes or stops suddenly.",normalized
00566.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00566\pre_event\00566_pre_05.jpg,82|92|101|110|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is daytime. At the intersection, the dashcam vehicle turns left. After completing the turn, it is heading toward a sign on the left side of the road with minimal clearance. Urban street with pedestrians, vehicles, and storefronts under clear daylight. Pedestrians cross the street as vehicles approach the intersection. The ego-vehicle slows down to avoid hitting pedestrians. The ego vehicle turns right while a right-lane vehicle changes left into its path, raising lane-change collision risk. While making a right turn, the video vehicle collided when a car in the same right-turn lane suddenly changed lanes to the left and decelerated. At an intersection, the dashcam vehicle changes lanes while a vehicle from the left brakes or stops suddenly.",same-direction right-front collision conflict,Normal,Clear,Urban,5,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is daytime. At the intersection, the dashcam vehicle turns left. After completing the turn, it is heading toward a sign on the left side of the road with minimal clearance. || Urban street with pedestrians, vehicles, and storefronts under clear daylight. Pedestrians cross the street as vehicles approach the intersection. The ego-vehicle slows down to avoid hitting pedestrians. || The ego vehicle turns right while a right-lane vehicle changes left into its path, raising lane-change collision risk. || While making a right turn, the video vehicle collided when a car in the same right-turn lane suddenly changed lanes to the left and decelerated. || At an intersection, the dashcam vehicle changes lanes while a vehicle from the left brakes or stops suddenly.",normalized
00996.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00996\pre_event\00996_pre_05.jpg,50|68|85|102|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is daytime. The dashcam vehicle moves into the left lane to overtake the vehicle ahead. The vehicle ahead suddenly turns left and moves into the dashcam vehicle's path, bringing the two vehicles into very close proximity. Urban street with parked cars, buildings, trees, and construction scaffolding under bright sunlight. A silver SUV merges into the ego-vehicle's lane from the right without signaling. The ego-vehicle slows down to avoid a potential collision with the merging SUV. The camera car drives straight ahead as a right-lane vehicle changes left into its path, leading to lane-change collision risk. The vehicle was proceeding straight when a car in the right lane changed lanes to the left, resulting in a collision. On an urban road, the dashcam vehicle changes lanes while a cutting-in or merging vehicle cuts in or changes lanes.",same-direction right-front collision conflict,Normal,Clear,Urban,5,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is daytime. The dashcam vehicle moves into the left lane to overtake the vehicle ahead. The vehicle ahead suddenly turns left and moves into the dashcam vehicle's path, bringing the two vehicles into very close proximity. || Urban street with parked cars, buildings, trees, and construction scaffolding under bright sunlight. A silver SUV merges into the ego-vehicle's lane from the right without signaling. The ego-vehicle slows down to avoid a potential collision with the merging SUV. || The camera car drives straight ahead as a right-lane vehicle changes left into its path, leading to lane-change collision risk. || The vehicle was proceeding straight when a car in the right lane changed lanes to the left, resulting in a collision. || On an urban road, the dashcam vehicle changes lanes while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00912.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00912\pre_event\00912_pre_05.jpg,87|95|104|112|120,"Pay attention to the vehicle ahead because its sudden slowdown may lead to a collision It is daytime. The dashcam vehicle travels straight. The vehicle ahead suddenly brakes. The dashcam vehicle brakes in time but comes very close to it, leaving only a very small gap. No collision occurs. Multiple vehicles on a multi-lane road with a yield sign and overhead signs. The silver sedan in front merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision with the merging sedan. The ego vehicle drives straight ahead while the front vehicle slows down or brakes, creating rear-end collision risk. The vehicle ahead is braking while the dashcam vehicle brakes in time and maintains a gap, leaving a safe distance. The dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",same-direction center rear-end or forward collision conflict,Normal,Clear,Highway,8,6,"Pay attention to the vehicle ahead because its sudden slowdown may lead to a collision || It is daytime. The dashcam vehicle travels straight. The vehicle ahead suddenly brakes. The dashcam vehicle brakes in time but comes very close to it, leaving only a very small gap. No collision occurs. || Multiple vehicles on a multi-lane road with a yield sign and overhead signs. The silver sedan in front merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision with the merging sedan. || The ego vehicle drives straight ahead while the front vehicle slows down or brakes, creating rear-end collision risk. || The vehicle ahead is braking while the dashcam vehicle brakes in time and maintains a gap, leaving a safe distance. || The dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",normalized
00169.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00169\pre_event\00169_pre_05.jpg,85|94|102|111|120,"Pay attention to the right side because the turning vehicle may lead to a collision All three lanes are left-turn-only lanes. The dashcam vehicle goes straight in the far-left lane. A small truck in the middle lane turns left and collides with the dashcam vehicle. Urban street with tall buildings, wet road, traffic lights, and a white van. The white van turns right at the intersection. The ego-vehicle continues straight, maintaining a safe distance. The camera car turns left; at an intersection, a vehicle from the right moves left across its path, producing intersection collision risk. The white car on the right turns left and collides with the video car as it goes straight through the intersection. At an intersection, the dashcam vehicle is going straight while a truck, van, bus, or SUV enters or crosses the dashcam path.",same-direction right-rear collision conflict,Normal,Rain,Urban,4,6,"Pay attention to the right side because the turning vehicle may lead to a collision || All three lanes are left-turn-only lanes. The dashcam vehicle goes straight in the far-left lane. A small truck in the middle lane turns left and collides with the dashcam vehicle. || Urban street with tall buildings, wet road, traffic lights, and a white van. The white van turns right at the intersection. The ego-vehicle continues straight, maintaining a safe distance. || The camera car turns left; at an intersection, a vehicle from the right moves left across its path, producing intersection collision risk. || The white car on the right turns left and collides with the video car as it goes straight through the intersection. || At an intersection, the dashcam vehicle is going straight while a truck, van, bus, or SUV enters or crosses the dashcam path.",normalized
00647.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00647\pre_event\00647_pre_05.jpg,90|98|105|112|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is night. The dashcam vehicle travels straight. A vehicle on the right moves into its lane, with its front end entering the dashcam vehicle's path and coming into close proximity. Nighttime urban intersection with multiple vehicles and traffic lights. Vehicles are slowing down and stopping at the red light. No collision occurs; traffic flows smoothly after the light turns green. The dashcam vehicle changes into the left lane while a right-lane vehicle changes left into its path, creating lane-change collision risk. When the video car was going straight, the vehicle on the right suddenly changed lanes to the left and collided with the video car. At night, the dashcam vehicle changes lanes while a vehicle from the right cuts in or changes lanes.",same-direction right-front collision conflict,Normal,Cloudy,Urban,5,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is night. The dashcam vehicle travels straight. A vehicle on the right moves into its lane, with its front end entering the dashcam vehicle's path and coming into close proximity. || Nighttime urban intersection with multiple vehicles and traffic lights. Vehicles are slowing down and stopping at the red light. No collision occurs; traffic flows smoothly after the light turns green. || The dashcam vehicle changes into the left lane while a right-lane vehicle changes left into its path, creating lane-change collision risk. || When the video car was going straight, the vehicle on the right suddenly changed lanes to the left and collided with the video car. || At night, the dashcam vehicle changes lanes while a vehicle from the right cuts in or changes lanes.",normalized
00521.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00521\pre_event\00521_pre_05.jpg,70|82|95|108|120,"Pay attention to the vehicle turning right because it may lead to a collision It is night. The traffic light is green. The dashcam vehicle turns right. Another vehicle ahead also turns right and then suddenly brakes to a stop. The dashcam vehicle is rapidly approaching it. Nighttime urban intersection with traffic lights, multiple vehicles, and a lit storefront. The vehicle in front suddenly brakes hard, causing a bright flare from the rear. The ego-vehicle brakes hard to avoid a collision at the intersection. The camera car turns right; meanwhile, another road user enters a conflicting path, producing turning conflict risk. The video car was turning right when the car ahead, also turning right, suddenly decelerated, leading to a collision. At an intersection, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",same-direction center rear-end or forward collision conflict,Normal,Clear,Urban,8,6,"Pay attention to the vehicle turning right because it may lead to a collision || It is night. The traffic light is green. The dashcam vehicle turns right. Another vehicle ahead also turns right and then suddenly brakes to a stop. The dashcam vehicle is rapidly approaching it. || Nighttime urban intersection with traffic lights, multiple vehicles, and a lit storefront. The vehicle in front suddenly brakes hard, causing a bright flare from the rear. The ego-vehicle brakes hard to avoid a collision at the intersection. || The camera car turns right; meanwhile, another road user enters a conflicting path, producing turning conflict risk. || The video car was turning right when the car ahead, also turning right, suddenly decelerated, leading to a collision. || At an intersection, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",normalized
00979.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00979\pre_event\00979_pre_05.jpg,59|74|90|105|120,"Pay attention to the vehicle ahead because its sudden slowdown may lead to a collision It is daytime. The dashcam vehicle travels straight along the road. A vehicle in the left lane ahead prepares to merge into its lane. The dashcam vehicle brakes in time and comes to a stop, leaving a very small gap between them. No collision occurs. Multiple vehicles at a traffic intersection during sunset with clear weather. The car in front of the ego-vehicle slows down and stops at the red light. The ego-vehicle also slows down and stops behind the car at the intersection. The camera car turns right; meanwhile, the front vehicle slows down or brakes, creating rear-end collision risk. When the vehicle with the camera turned right, the car ahead slowed down more gradually, resulting in a collision. At an intersection, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",same-direction center rear-end or forward collision conflict,Twilight,Clear,Highway,8,6,"Pay attention to the vehicle ahead because its sudden slowdown may lead to a collision || It is daytime. The dashcam vehicle travels straight along the road. A vehicle in the left lane ahead prepares to merge into its lane. The dashcam vehicle brakes in time and comes to a stop, leaving a very small gap between them. No collision occurs. || Multiple vehicles at a traffic intersection during sunset with clear weather. The car in front of the ego-vehicle slows down and stops at the red light. The ego-vehicle also slows down and stops behind the car at the intersection. || The camera car turns right; meanwhile, the front vehicle slows down or brakes, creating rear-end collision risk. || When the vehicle with the camera turned right, the car ahead slowed down more gradually, resulting in a collision. || At an intersection, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",normalized
00850.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00850\pre_event\00850_pre_05.jpg,53|70|86|103|120,"Pay attention to the vehicle because reversing may lead to a collision It is daytime. The dashcam vehicle travels straight. A vehicle on the right reverses out of a parking space. The dashcam vehicle brakes in time and maintains a safe distance, leaving a clear gap between them. A red sedan is parked on the right side of a residential street with parked cars and buildings. The red sedan reverses into the street without signaling. The ego-vehicle brakes hard to avoid a collision with the reversing sedan. The ego vehicle drives straight ahead when a vehicle on the right gets too close, creating vehicle collision risk. The vehicle traveling straight was involved in an accident when the vehicle on the right reversed to the left. Near a parking lot or driveway, the dashcam vehicle brakes or slows late while a vehicle from the right brakes or stops suddenly.",opposite-direction right-side collision conflict,Normal,Cloudy,Sub-urban,1,6,"Pay attention to the vehicle because reversing may lead to a collision || It is daytime. The dashcam vehicle travels straight. A vehicle on the right reverses out of a parking space. The dashcam vehicle brakes in time and maintains a safe distance, leaving a clear gap between them. || A red sedan is parked on the right side of a residential street with parked cars and buildings. The red sedan reverses into the street without signaling. The ego-vehicle brakes hard to avoid a collision with the reversing sedan. || The ego vehicle drives straight ahead when a vehicle on the right gets too close, creating vehicle collision risk. || The vehicle traveling straight was involved in an accident when the vehicle on the right reversed to the left. || Near a parking lot or driveway, the dashcam vehicle brakes or slows late while a vehicle from the right brakes or stops suddenly.",normalized
00712.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00712\pre_event\00712_pre_05.jpg,83|92|102|111|120,"It is daytime. In a parking lot, the dashcam vehicle travels straight. A vehicle appears from a crossing road and moves into its path. The dashcam vehicle brakes in time and comes to a stop, leaving a very small gap between them. Intersection with traffic lights, multiple vehicles, and residential buildings in low light. Vehicles are stopping at the red light, and one car is turning right. No collision occurs, but the ego-vehicle maintains a safe distance. A vehicle appears from a crossing road and moves into the path while the dashcam vehicle brakes in time and comes to a stop with a very small gap. At an intersection, the dashcam vehicle brakes or slows late while another road user enters or crosses the dashcam path.",opposite-direction right-side collision conflict,Twilight,Cloudy,Urban,1,4,"It is daytime. In a parking lot, the dashcam vehicle travels straight. A vehicle appears from a crossing road and moves into its path. The dashcam vehicle brakes in time and comes to a stop, leaving a very small gap between them. || Intersection with traffic lights, multiple vehicles, and residential buildings in low light. Vehicles are stopping at the red light, and one car is turning right. No collision occurs, but the ego-vehicle maintains a safe distance. || A vehicle appears from a crossing road and moves into the path while the dashcam vehicle brakes in time and comes to a stop with a very small gap. || At an intersection, the dashcam vehicle brakes or slows late while another road user enters or crosses the dashcam path.",normalized
00952.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00952\pre_event\00952_pre_05.jpg,95|101|108|114|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is daytime. The dashcam vehicle travels straight. A vehicle turns left from a side road on the right and moves into its path. The dashcam vehicle brakes in time and maintains a certain distance, leaving a clear gap between them. No collision occurs. Nighttime highway with multiple vehicles, streetlights, and overhead signs. The black SUV in front brakes suddenly, causing the ego-vehicle to brake. The ego-vehicle slows down significantly to avoid a rear-end collision. The ego vehicle drives straight ahead; meanwhile, a right-lane vehicle changes left into its path, creating lane-change collision risk. The vehicle was proceeding straight when a car in the right lane changed lanes to the left, resulting in a collision. At night, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle brakes or stops suddenly.",same-direction right-front collision conflict,Normal,Clear,Highway,5,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is daytime. The dashcam vehicle travels straight. A vehicle turns left from a side road on the right and moves into its path. The dashcam vehicle brakes in time and maintains a certain distance, leaving a clear gap between them. No collision occurs. || Nighttime highway with multiple vehicles, streetlights, and overhead signs. The black SUV in front brakes suddenly, causing the ego-vehicle to brake. The ego-vehicle slows down significantly to avoid a rear-end collision. || The ego vehicle drives straight ahead; meanwhile, a right-lane vehicle changes left into its path, creating lane-change collision risk. || The vehicle was proceeding straight when a car in the right lane changed lanes to the left, resulting in a collision. || At night, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle brakes or stops suddenly.",normalized
